423.800018 413.489105
423.800018 412.121521
423.800018 411.923126
423.800018 411.891968
423.800018 411.879761
423.800018 411.879364
423.800018 411.879364
423.800018 411.879364
423.800018 411.879364
423.800018 411.879364
424.399994 411.879364
424.399994 411.879364
424.399994 411.879364
424.399994 411.879364
423.800018 411.878937
423.800018 403.061157
423.800018 374.731750
423.800018 360.785004
423.800018 353.171661
423.800018 346.054169
423.800018 338.843201
423.800018 330.144257
423.800018 320.971771
423.800018 312.756165
423.800018 300.273499
423.800018 284.732483
423.800018 267.197357
423.800018 248.378906
423.800018 227.987549
423.800018 210.184525
423.800018 194.923508
423.800018 177.880829
423.800018 163.461365
423.800018 152.186829
423.800018 142.784714
423.800018 133.832001
423.800018 127.632721
423.800018 122.207588
423.800018 116.469917
423.800018 112.863213
423.800018 111.206070
423.800018 111.064957
425.399994 111.064957
425.000000 111.064957
425.399994 111.064957
423.200012 114.744530
425.399994 114.626503
427.000000 114.669914
423.800018 116.434723
423.800018 115.934990
423.800018 115.774849
423.800018 115.548271
424.800018 115.548271
425.200012 115.548271
425.200012 115.548271
426.000000 115.548271
424.800018 115.548271
425.200012 115.548271
423.800018 115.548210
423.800018 115.294968
