,Pressure (psi),Cylinder volume (mL),Pressure (bar),Cylinder volume (L),Time (min),Delta_V (L),Gas uptake (mol of gas),Gas uptake (mol of gas / mol of water)
17,424.600006,408.17218,29.27513986702544,0.40817218000000005,85.0,0.0014224860000000006,0.001998118066949305,0.0007199331289830097
18,424.600006,408.17218,29.27513986702544,0.40817218000000005,90.0,0.0014224860000000006,0.001998118066949305,0.0007199331289830097
19,424.600006,408.17218,29.27513986702544,0.40817218000000005,95.0,0.0014224860000000006,0.001998118066949305,0.0007199331289830097
20,424.399994,408.17218,29.261349525074564,0.40817218000000005,100.0,0.0014224860000000006,0.001997176833823636,0.0007195939974169255
21,424.600006,408.17218,29.27513986702544,0.40817218000000005,105.0,0.0014224860000000006,0.001998118066949305,0.0007199331289830097
22,424.600006,408.17218,29.27513986702544,0.40817218000000005,110.0,0.0014224860000000006,0.001998118066949305,0.0007199331289830097
23,424.399994,408.17218,29.261349525074564,0.40817218000000005,115.0,0.0014224860000000006,0.001997176833823636,0.0007195939974169255
24,424.600006,408.17218,29.27513986702544,0.40817218000000005,120.0,0.0014224860000000006,0.001998118066949305,0.0007199331289830097
25,424.399994,408.17218,29.261349525074564,0.40817218000000005,125.0,0.0014224860000000006,0.001997176833823636,0.0007195939974169255
26,424.399994,408.17218,29.261349525074564,0.40817218000000005,130.0,0.0014224860000000006,0.001997176833823636,0.0007195939974169255
27,424.600006,408.17218,29.27513986702544,0.40817218000000005,135.0,0.0014224860000000006,0.001998118066949305,0.0007199331289830097
28,424.399994,408.17218,29.261349525074564,0.40817218000000005,140.0,0.0014224860000000006,0.001997176833823636,0.0007195939974169255
29,423.800018,408.17218,29.219982636076317,0.40817218000000005,145.0,0.0014224860000000006,0.001994353416799624,0.0007185767044520387
30,423.800018,400.285278,29.219982636076317,0.400285278,150.0,0.00930938800000003,0.013051945513779025,0.00470268905950946
31,423.800018,370.860443,29.219982636076317,0.370860443,155.0,0.03873422300000007,0.05430614430449838,0.01956680790731887
32,423.800018,356.734924,29.219982636076317,0.356734924,160.0,0.05285974200000004,0.07411040043195267,0.02670239229387497
33,423.800018,349.33429,29.219982636076317,0.34933429,165.0,0.06026037600000006,0.08448623520599156,0.030440863667635917
34,423.800018,341.957581,29.219982636076317,0.341957581,170.0,0.06763708500000004,0.09482852665834084,0.03416724919474949
35,423.800018,334.113129,29.219982636076317,0.334113129,175.0,0.07548153700000004,0.10582660301840388,0.03812991769650782
36,423.800018,324.97876,29.219982636076317,0.32497876000000003,180.0,0.08461590600000002,0.11863316844362319,0.04274419493598072
37,423.800018,315.599609,29.219982636076317,0.315599609,185.0,0.09399505700000005,0.13178292305880368,0.0474821251624561
38,423.800018,306.142914,29.219982636076317,0.30614291400000004,190.0,0.10345175200000001,0.14504139589079068,0.05225922717126887
39,423.800018,291.009338,29.219982636076317,0.291009338,195.0,0.11858532800000005,0.16625896780643473,0.05990403715087816
40,423.800018,274.299957,29.219982636076317,0.27429995700000004,200.0,0.135294709,0.189685849399615,0.06834487377943793
41,423.800018,258.074402,29.219982636076317,0.25807440200000004,205.0,0.15152026400000002,0.2124343974019997,0.07654130301656595
42,423.800018,243.121887,29.219982636076317,0.24312188699999998,210.0,0.16647277900000007,0.23339811822596404,0.08409464902627692
43,423.800018,230.595139,29.219982636076317,0.230595139,215.0,0.17899952700000005,0.25096086589109945,0.09042260536141213
44,423.800018,219.590195,29.219982636076317,0.219590195,220.0,0.19000447100000006,0.26639001434534687,0.09598181395270881
45,423.800018,210.7686,29.219982636076317,0.2107686,225.0,0.19882606600000005,0.27875806445611945,0.1004380916687008
46,423.800018,203.03067,29.219982636076317,0.20303067,230.0,0.20656399600000006,0.2896067948720647,0.1043469499904562
47,423.800018,196.600616,29.219982636076317,0.196600616,235.0,0.21299405000000005,0.2986218573507858,0.10759512748588929
48,423.800018,191.021088,29.219982636076317,0.191021088,240.0,0.21857357800000005,0.30644446560909494,0.11041365704796433
49,423.800018,186.334793,29.219982636076317,0.186334793,245.0,0.22325987300000005,0.313014743591009,0.11278096499840466
50,423.800018,183.210922,29.219982636076317,0.18321092200000003,250.0,0.22638374400000003,0.3173944723211977,0.11435900578637255
51,423.800018,177.121323,29.219982636076317,0.177121323,255.0,0.23247334300000005,0.32593221017773166,0.11743520054741373
52,423.800018,163.855331,29.219982636076317,0.16385533100000002,260.0,0.24573933500000003,0.3445313925053162,0.12413659009546348
53,423.800018,155.521423,29.219982636076317,0.155521423,265.0,0.25407324300000006,0.35621569582717233,0.12834651001442685
54,423.800018,149.021515,29.219982636076317,0.149021515,270.0,0.26057315100000006,0.36532869499108905,0.13162997464598133
55,423.800018,143.084991,29.219982636076317,0.143084991,275.0,0.26650967500000006,0.3736518186796968,0.13462884272047937
56,423.800018,138.845444,29.219982636076317,0.13884544399999998,280.0,0.27074922200000007,0.37959574715782074,0.1367704734371469
57,423.800018,134.810257,29.219982636076317,0.13481025700000002,285.0,0.274784409,0.3852531588869171,0.138808870564646
58,423.800018,130.40657,29.219982636076317,0.13040657,290.0,0.27918809600000005,0.3914272148811175,0.14103341751406998
59,423.800018,126.050224,29.219982636076317,0.12605022400000002,295.0,0.28354444200000006,0.39753489785997376,0.14323404989437657
60,423.800018,121.356697,29.219982636076317,0.121356697,300.0,0.28823796900000004,0.40411531524846916,0.14560501112978885
61,423.800018,117.189087,29.219982636076317,0.117189087,305.0,0.2924055790000001,0.4099583866343305,0.14771030247131445
62,423.800018,114.433731,29.219982636076317,0.114433731,310.0,0.29516093500000007,0.4138214500691196,0.1491021858600242
63,423.800018,112.338333,29.219982636076317,0.11233833300000001,315.0,0.29725633300000004,0.41675923937661014,0.15016068779913316
64,423.800018,110.843552,29.219982636076317,0.110843552,320.0,0.29875111400000004,0.4188549518087305,0.15091578472441575
65,423.800018,109.670219,29.219982636076317,0.109670219,325.0,0.29992444700000004,0.4204999878073932,0.1515085004069355
66,423.800018,109.403122,29.219982636076317,0.109403122,330.0,0.30019154400000003,0.42087446306730225,0.15164342594014218
67,423.800018,109.403122,29.219982636076317,0.109403122,335.0,0.30019154400000003,0.42087446306730225,0.15164342594014218
68,423.800018,109.283569,29.219982636076317,0.109283569,340.0,0.300311097,0.4210420787303306,0.15170381880217904
69,423.800018,109.167282,29.219982636076317,0.109167282,345.0,0.300427384,0.4212051153969687,0.15176256182617406
70,425.800018,109.167282,29.357877781876315,0.109167282,350.0,0.300427384,0.4231928695145108,0.15247876076614753
71,425.600006,109.167282,29.34408743992544,0.109167282,355.0,0.300427384,0.42299408217623197,0.15240713657495658
72,421.600006,113.697182,29.06829714832544,0.113697182,360.0,0.29589748400000004,0.4127005339115609,0.1486983134913253
73,423.800018,113.798851,29.219982636076317,0.113798851,365.0,0.2957958150000001,0.4147115643459966,0.14942289901862293
74,423.800018,112.239433,29.219982636076317,0.11223943300000001,370.0,0.29735523300000005,0.4168978991264576,0.1502106476834978
75,423.800018,111.211594,29.219982636076317,0.11121159400000001,375.0,0.298383072,0.41833894966865615,0.15072986626373497
76,423.800018,111.067017,29.219982636076317,0.111067017,380.0,0.29852764900000006,0.4185416494730414,0.15080290013837389
77,423.800018,111.063812,29.219982636076317,0.111063812,385.0,0.29853085400000007,0.41854614294622905,0.15080451916192683
78,424.600006,111.063812,29.27513986702544,0.111063812,390.0,0.29853085400000007,0.41933621344547867,0.15108918598720128
79,424.800018,111.063812,29.288930208976314,0.111063812,395.0,0.29853085400000007,0.4195337458843351,0.15116035803110292
80,424.800018,111.063812,29.288930208976314,0.111063812,400.0,0.29853085400000007,0.4195337458843351,0.15116035803110292
